DS_Name, Operacion, TamanoDatos, Tiempo_Ejecucion_ns
Queue,Front,75000,119
Queue,Size,75000,121
Queue,isEmpty,75000,142
Stack,Push,75000,4913
Stack,Pop,75000,5805
Stack,Delete,75000,160246
Stack,Peek,75000,70
Stack,Size,75000,53
Stack,isEmpty,75000,90
SingleLLNoTail,PushFront,100000,690
SingleLLNoTail,PushBack,100000,405149
SingleLLNoTail,isEmpty,100000,855
SingleLLNoTail,AddAfter,100000,201566
SingleLLNoTail,AddBefore,100000,174712
SingleLLNoTail,Find,100000,155124
SingleLLNoTail,Erase,100000,137942
SingleLLNoTail,PopFront,100000,1134
SingleLLNoTail,PopBack,100000,297335
SingleLLWithTail,PushFront,100000,8228
SingleLLWithTail,PushBack,100000,11180
SingleLLWithTail,isEmpty,100000,2946
SingleLLWithTail,AddAfter,100000,156612
SingleLLWithTail,AddBefore,100000,205881
SingleLLWithTail,Find,100000,142413
SingleLLWithTail,Erase,100000,105350
SingleLLWithTail,PopFront,100000,2996
SingleLLWithTail,PopBack,100000,319431
DoublyLLNoTail,PushFront,100000,1090
DoublyLLNoTail,PushBack,100000,477321
DoublyLLNoTail,isEmpty,100000,1045
DoublyLLNoTail,AddAfter,100000,145743
DoublyLLNoTail,AddBefore,100000,137848
DoublyLLNoTail,Find,100000,113313
DoublyLLNoTail,Erase,100000,113089
DoublyLLNoTail,PopFront,100000,1064
DoublyLLNoTail,PopBack,100000,320612
DoublyLLWithTail,PushFront,100000,2450
DoublyLLWithTail,PushBack,100000,6722
DoublyLLWithTail,isEmpty,100000,1253
DoublyLLWithTail,AddAfter,100000,178119
DoublyLLWithTail,AddBefore,100000,163364
DoublyLLWithTail,Find,100000,168603
DoublyLLWithTail,Erase,100000,163553
DoublyLLWithTail,PopFront,100000,1276
DoublyLLWithTail,PopBack,100000,367
Queue,Enqueue,100000,5174
Queue,Dequeue,100000,6070
Queue,Delete,100000,191476
Queue,Front,100000,194
Queue,Size,100000,101
Queue,isEmpty,100000,195
Stack,Push,100000,4280
Stack,Pop,100000,5701
Stack,Delete,100000,210264
Stack,Peek,100000,114
Stack,Size,100000,74
Stack,isEmpty,100000,89
SingleLLNoTail,PushFront,500000,2116
SingleLLNoTail,PushBack,500000,2172085
SingleLLNoTail,isEmpty,500000,2736
SingleLLNoTail,AddAfter,500000,1001096
SingleLLNoTail,AddBefore,500000,1072165
SingleLLNoTail,Find,500000,1167679
SingleLLNoTail,Erase,500000,972839
SingleLLNoTail,PopFront,500000,4090
SingleLLNoTail,PopBack,500000,2001062
SingleLLWithTail,PushFront,500000,3043
SingleLLWithTail,PushBack,500000,6275
SingleLLWithTail,isEmpty,500000,2013
SingleLLWithTail,AddAfter,500000,1326311
SingleLLWithTail,AddBefore,500000,1294597
SingleLLWithTail,Find,500000,1245602
SingleLLWithTail,Erase,500000,1271599
SingleLLWithTail,PopFront,500000,4192
SingleLLWithTail,PopBack,500000,2662123
DoublyLLNoTail,PushFront,500000,3402
DoublyLLNoTail,PushBack,500000,2911112
DoublyLLNoTail,isEmpty,500000,4360
DoublyLLNoTail,AddAfter,500000,2204114
DoublyLLNoTail,AddBefore,500000,2160712
DoublyLLNoTail,Find,500000,2250094
DoublyLLNoTail,Erase,500000,1485826
DoublyLLNoTail,PopFront,500000,3273
DoublyLLNoTail,PopBack,500000,2246335
DoublyLLWithTail,PushFront,500000,2166
DoublyLLWithTail,PushBack,500000,3435
DoublyLLWithTail,isEmpty,500000,1342
DoublyLLWithTail,AddAfter,500000,1038055
DoublyLLWithTail,AddBefore,500000,960807
DoublyLLWithTail,Find,500000,947055
DoublyLLWithTail,Erase,500000,1157715
DoublyLLWithTail,PopFront,500000,2309
DoublyLLWithTail,PopBack,500000,644
Queue,Enqueue,500000,10950
Queue,Dequeue,500000,12251
Queue,Delete,500000,726318
Queue,Front,500000,8132
Queue,Size,500000,4672
Queue,isEmpty,500000,3333
Stack,Push,500000,14334
Stack,Pop,500000,19593
Stack,Delete,500000,358691
Stack,Peek,500000,7142
Stack,Size,500000,5059
Stack,isEmpty,500000,4459
SingleLLNoTail,PushFront,750000,3648
SingleLLNoTail,PushBack,750000,3185754
SingleLLNoTail,isEmpty,750000,2582
SingleLLNoTail,AddAfter,750000,1303107
SingleLLNoTail,AddBefore,750000,1366650
SingleLLNoTail,Find,750000,1335822
SingleLLNoTail,Erase,750000,1356746
SingleLLNoTail,PopFront,750000,3695
SingleLLNoTail,PopBack,750000,2448655
SingleLLWithTail,PushFront,750000,2862
SingleLLWithTail,PushBack,750000,3361
SingleLLWithTail,isEmpty,750000,1622
SingleLLWithTail,AddAfter,750000,1530444
SingleLLWithTail,AddBefore,750000,1341239
SingleLLWithTail,Find,750000,1214716
SingleLLWithTail,Erase,750000,1328301
SingleLLWithTail,PopFront,750000,1909
SingleLLWithTail,PopBack,750000,2562805
DoublyLLNoTail,PushFront,750000,2344
DoublyLLNoTail,PushBack,750000,3212129
DoublyLLNoTail,isEmpty,750000,2423
DoublyLLNoTail,AddAfter,750000,1594142
DoublyLLNoTail,AddBefore,750000,1485553
DoublyLLNoTail,Find,750000,1488346
DoublyLLNoTail,Erase,750000,1518055
DoublyLLNoTail,PopFront,750000,3911
DoublyLLNoTail,PopBack,750000,2838951
DoublyLLWithTail,PushFront,750000,2585
DoublyLLWithTail,PushBack,750000,4697
DoublyLLWithTail,isEmpty,750000,1462
DoublyLLWithTail,AddAfter,750000,1630649
DoublyLLWithTail,AddBefore,750000,1562723
DoublyLLWithTail,Find,750000,1643460
DoublyLLWithTail,Erase,750000,1594781
DoublyLLWithTail,PopFront,750000,2272
DoublyLLWithTail,PopBack,750000,456
Queue,Enqueue,750000,11951
Queue,Dequeue,750000,15986
Queue,Delete,750000,1119071
Queue,Front,750000,6382
Queue,Size,750000,3413
Queue,isEmpty,750000,2617
Stack,Push,750000,12646
Stack,Pop,750000,11134
Stack,Delete,750000,265609
Stack,Peek,750000,3751
Stack,Size,750000,3166
Stack,isEmpty,750000,3039
SingleLLNoTail,PushFront,1000000,1698
SingleLLNoTail,PushBack,1000000,3727261
SingleLLNoTail,isEmpty,1000000,3229
SingleLLNoTail,AddAfter,1000000,1752146
SingleLLNoTail,AddBefore,1000000,1951341
SingleLLNoTail,Find,1000000,1697021
SingleLLNoTail,Erase,1000000,1673083
SingleLLNoTail,PopFront,1000000,3158
SingleLLNoTail,PopBack,1000000,3384204
SingleLLWithTail,PushFront,1000000,2325
SingleLLWithTail,PushBack,1000000,4620
SingleLLWithTail,isEmpty,1000000,1709
SingleLLWithTail,AddAfter,1000000,1821520
SingleLLWithTail,AddBefore,1000000,1804013
SingleLLWithTail,Find,1000000,1641167
SingleLLWithTail,Erase,1000000,1620374
SingleLLWithTail,PopFront,1000000,3667
SingleLLWithTail,PopBack,1000000,3690225
DoublyLLNoTail,PushFront,1000000,3079
DoublyLLNoTail,PushBack,1000000,4500909
DoublyLLNoTail,isEmpty,1000000,2766
DoublyLLNoTail,AddAfter,1000000,2119938
DoublyLLNoTail,AddBefore,1000000,2030346
DoublyLLNoTail,Find,1000000,2006594
DoublyLLNoTail,Erase,1000000,2052561
DoublyLLNoTail,PopFront,1000000,3173
DoublyLLNoTail,PopBack,1000000,4273045
DoublyLLWithTail,PushFront,1000000,2805
DoublyLLWithTail,PushBack,1000000,6807
DoublyLLWithTail,isEmpty,1000000,1964
DoublyLLWithTail,AddAfter,1000000,2566855
DoublyLLWithTail,AddBefore,1000000,2970702
DoublyLLWithTail,Find,1000000,2243015
DoublyLLWithTail,Erase,1000000,2098673
DoublyLLWithTail,PopFront,1000000,2445
DoublyLLWithTail,PopBack,1000000,524
Queue,Enqueue,1000000,5521
Queue,Dequeue,1000000,7632
Queue,Delete,1000000,1491359
Queue,Front,1000000,2663
Queue,Size,1000000,1623
Queue,isEmpty,1000000,737
Stack,Push,1000000,3904
Stack,Pop,1000000,6507
Stack,Delete,1000000,373855
Stack,Peek,1000000,1009
Stack,Size,1000000,1023
Stack,isEmpty,1000000,736
SingleLLNoTail,PushFront,5000000,2567
SingleLLNoTail,PushBack,5000000,17957901
SingleLLNoTail,isEmpty,5000000,2396
SingleLLNoTail,AddAfter,5000000,8180639
SingleLLNoTail,AddBefore,5000000,8037452
SingleLLNoTail,Find,5000000,8077148
SingleLLNoTail,Erase,5000000,8381815
SingleLLNoTail,PopFront,5000000,3706
SingleLLNoTail,PopBack,5000000,18622306
SingleLLWithTail,PushFront,5000000,4319
SingleLLWithTail,PushBack,5000000,13748
SingleLLWithTail,isEmpty,5000000,2724
SingleLLWithTail,AddAfter,5000000,18591480
SingleLLWithTail,AddBefore,5000000,16996294
SingleLLWithTail,Find,5000000,16154875
SingleLLWithTail,Erase,5000000,15557121
SingleLLWithTail,PopFront,5000000,6103
SingleLLWithTail,PopBack,5000000,28981752
DoublyLLNoTail,PushFront,5000000,3698
DoublyLLNoTail,PushBack,5000000,26179968
DoublyLLNoTail,isEmpty,5000000,3870
DoublyLLNoTail,AddAfter,5000000,11636461
DoublyLLNoTail,AddBefore,5000000,12066012
DoublyLLNoTail,Find,5000000,12190126
DoublyLLNoTail,Erase,5000000,10989953
DoublyLLNoTail,PopFront,5000000,3209
DoublyLLNoTail,PopBack,5000000,24172688
DoublyLLWithTail,PushFront,5000000,2958
DoublyLLWithTail,PushBack,5000000,6864
DoublyLLWithTail,isEmpty,5000000,2603
DoublyLLWithTail,AddAfter,5000000,11486521
DoublyLLWithTail,AddBefore,5000000,11264531
DoublyLLWithTail,Find,5000000,10028786
DoublyLLWithTail,Erase,5000000,11767234
DoublyLLWithTail,PopFront,5000000,2345
DoublyLLWithTail,PopBack,5000000,987
Queue,Enqueue,5000000,4893
Queue,Dequeue,5000000,4490
Queue,Delete,5000000,7339078
Queue,Front,5000000,3296
Queue,Size,5000000,2523
Queue,isEmpty,5000000,758
Stack,Push,5000000,3334
Stack,Pop,5000000,4741
Stack,Delete,5000000,1523820
Stack,Peek,5000000,1660
Stack,Size,5000000,2104
Stack,isEmpty,5000000,802
SingleLLNoTail,PushFront,7500000,2254
SingleLLNoTail,PushBack,7500000,29072455
SingleLLNoTail,isEmpty,7500000,3129
SingleLLNoTail,AddAfter,7500000,13265830
SingleLLNoTail,AddBefore,7500000,13035945
SingleLLNoTail,Find,7500000,13155378
SingleLLNoTail,Erase,7500000,13166286
SingleLLNoTail,PopFront,7500000,3398
SingleLLNoTail,PopBack,7500000,26462098
SingleLLWithTail,PushFront,7500000,2597
SingleLLWithTail,PushBack,7500000,5269
SingleLLWithTail,isEmpty,7500000,1698
SingleLLWithTail,AddAfter,7500000,13287849
SingleLLWithTail,AddBefore,7500000,12587354
SingleLLWithTail,Find,7500000,13012345
SingleLLWithTail,Erase,7500000,12873438
SingleLLWithTail,PopFront,7500000,3112
SingleLLWithTail,PopBack,7500000,25726840
DoublyLLNoTail,PushFront,7500000,13139
DoublyLLNoTail,PushBack,7500000,30760354
DoublyLLNoTail,isEmpty,7500000,2983
DoublyLLNoTail,AddAfter,7500000,15098993
DoublyLLNoTail,AddBefore,7500000,15444905
DoublyLLNoTail,Find,7500000,15053511
DoublyLLNoTail,Erase,7500000,15113756
DoublyLLNoTail,PopFront,7500000,3737
DoublyLLNoTail,PopBack,7500000,30722268
DoublyLLWithTail,PushFront,7500000,3163
DoublyLLWithTail,PushBack,7500000,5288
DoublyLLWithTail,isEmpty,7500000,1617
DoublyLLWithTail,AddAfter,7500000,14660627
DoublyLLWithTail,AddBefore,7500000,15599681
DoublyLLWithTail,Find,7500000,14841382
DoublyLLWithTail,Erase,7500000,15299516
DoublyLLWithTail,PopFront,7500000,2363
DoublyLLWithTail,PopBack,7500000,557
Queue,Enqueue,7500000,3398
Queue,Dequeue,7500000,4962
Queue,Delete,7500000,11560813
Queue,Front,7500000,3114
Queue,Size,7500000,1737
Queue,isEmpty,7500000,609
Stack,Push,7500000,3328
Stack,Pop,7500000,6166
Stack,Delete,7500000,2513624
Stack,Peek,7500000,2316
Stack,Size,7500000,1615
Stack,isEmpty,7500000,959
SingleLLNoTail,PushFront,10000000,2350
SingleLLNoTail,PushBack,10000000,33764675
SingleLLNoTail,isEmpty,10000000,2953
SingleLLNoTail,AddAfter,10000000,16311437
SingleLLNoTail,AddBefore,10000000,16199157
SingleLLNoTail,Find,10000000,16308222
SingleLLNoTail,Erase,10000000,16747674
SingleLLNoTail,PopFront,10000000,3372
SingleLLNoTail,PopBack,10000000,33389410
SingleLLWithTail,PushFront,10000000,2402
SingleLLWithTail,PushBack,10000000,5341
SingleLLWithTail,isEmpty,10000000,1560
SingleLLWithTail,AddAfter,10000000,17856004
SingleLLWithTail,AddBefore,10000000,17712592
SingleLLWithTail,Find,10000000,17659198
SingleLLWithTail,Erase,10000000,17547085
SingleLLWithTail,PopFront,10000000,3913
SingleLLWithTail,PopBack,10000000,34962026
DoublyLLNoTail,PushFront,10000000,2773
DoublyLLNoTail,PushBack,10000000,46028707
DoublyLLNoTail,isEmpty,10000000,3311
DoublyLLNoTail,AddAfter,10000000,20178763
DoublyLLNoTail,AddBefore,10000000,19624461
DoublyLLNoTail,Find,10000000,19778295
DoublyLLNoTail,Erase,10000000,19670271
DoublyLLNoTail,PopFront,10000000,3282
DoublyLLNoTail,PopBack,10000000,42906894
DoublyLLWithTail,PushFront,10000000,2785
DoublyLLWithTail,PushBack,10000000,5601
DoublyLLWithTail,isEmpty,10000000,1460
DoublyLLWithTail,AddAfter,10000000,22406728
DoublyLLWithTail,AddBefore,10000000,21853322
DoublyLLWithTail,Find,10000000,21885758
DoublyLLWithTail,Erase,10000000,21513785
DoublyLLWithTail,PopFront,10000000,3038
DoublyLLWithTail,PopBack,10000000,549
Queue,Enqueue,10000000,3572
Queue,Dequeue,10000000,4463
Queue,Delete,10000000,13755309
Queue,Front,10000000,2834
Queue,Size,10000000,1600
Queue,isEmpty,10000000,533
Stack,Push,10000000,3683
Stack,Pop,10000000,4059
Stack,Delete,10000000,3032244
Stack,Peek,10000000,2499
Stack,Size,10000000,1613
Stack,isEmpty,10000000,708
SingleLLNoTail,PushFront,50000000,2753
SingleLLNoTail,PushBack,50000000,164395215
SingleLLNoTail,isEmpty,50000000,2457
SingleLLNoTail,AddAfter,50000000,77371065
SingleLLNoTail,AddBefore,50000000,76255468
SingleLLNoTail,Find,50000000,77380686
SingleLLNoTail,Erase,50000000,80225995
SingleLLNoTail,PopFront,50000000,3823
SingleLLNoTail,PopBack,50000000,155537642
SingleLLWithTail,PushFront,50000000,3023
SingleLLWithTail,PushBack,50000000,31200
SingleLLWithTail,isEmpty,50000000,1711
SingleLLWithTail,AddAfter,50000000,76285586
SingleLLWithTail,AddBefore,50000000,75637953
SingleLLWithTail,Find,50000000,77414083
SingleLLWithTail,Erase,50000000,78087676
SingleLLWithTail,PopFront,50000000,2550
SingleLLWithTail,PopBack,50000000,157583178
DoublyLLNoTail,PushFront,50000000,2729
DoublyLLNoTail,PushBack,50000000,207685499
DoublyLLNoTail,isEmpty,50000000,2761
DoublyLLNoTail,AddAfter,50000000,78515836
DoublyLLNoTail,AddBefore,50000000,78188218
DoublyLLNoTail,Find,50000000,77818654
DoublyLLNoTail,Erase,50000000,78010806
DoublyLLNoTail,PopFront,50000000,2369
DoublyLLNoTail,PopBack,50000000,206401813
DoublyLLWithTail,PushFront,50000000,3171
DoublyLLWithTail,PushBack,50000000,6995
DoublyLLWithTail,isEmpty,50000000,2318
DoublyLLWithTail,AddAfter,50000000,88887742
DoublyLLWithTail,AddBefore,50000000,87808431
DoublyLLWithTail,Find,50000000,87990491
DoublyLLWithTail,Erase,50000000,89112872
DoublyLLWithTail,PopFront,50000000,2395
DoublyLLWithTail,PopBack,50000000,14303
Queue,Enqueue,50000000,3739
Queue,Dequeue,50000000,4905
Queue,Delete,50000000,68851671
Queue,Front,50000000,2435
Queue,Size,50000000,1797
Queue,isEmpty,50000000,734
Stack,Push,50000000,3429
Stack,Pop,50000000,4174
Stack,Delete,50000000,14854741
Stack,Peek,50000000,1805
Stack,Size,50000000,1362
Stack,isEmpty,50000000,561
SingleLLNoTail,PushFront,75000000,2937
SingleLLNoTail,PushBack,75000000,252434038
SingleLLNoTail,isEmpty,75000000,3060
SingleLLNoTail,AddAfter,75000000,109037093
SingleLLNoTail,AddBefore,75000000,106791645
SingleLLNoTail,Find,75000000,109048653
SingleLLNoTail,Erase,75000000,110971283
SingleLLNoTail,PopFront,75000000,3381
SingleLLNoTail,PopBack,75000000,237166905
SingleLLWithTail,PushFront,75000000,3545
SingleLLWithTail,PushBack,75000000,5945
SingleLLWithTail,isEmpty,75000000,2031
SingleLLWithTail,AddAfter,75000000,109386556
SingleLLWithTail,AddBefore,75000000,106950492
SingleLLWithTail,Find,75000000,108939663
SingleLLWithTail,Erase,75000000,110509725
SingleLLWithTail,PopFront,75000000,2808
SingleLLWithTail,PopBack,75000000,238743373
DoublyLLNoTail,PushFront,75000000,2438
DoublyLLNoTail,PushBack,75000000,360781442
DoublyLLNoTail,isEmpty,75000000,3033
DoublyLLNoTail,AddAfter,75000000,135401467
DoublyLLNoTail,AddBefore,75000000,135813189
DoublyLLNoTail,Find,75000000,135017824
DoublyLLNoTail,Erase,75000000,134935708
DoublyLLNoTail,PopFront,75000000,3076
DoublyLLNoTail,PopBack,75000000,360566559
DoublyLLWithTail,PushFront,75000000,3366
DoublyLLWithTail,PushBack,75000000,4917
DoublyLLWithTail,isEmpty,75000000,2203
DoublyLLWithTail,AddAfter,75000000,150155669
DoublyLLWithTail,AddBefore,75000000,150036518
DoublyLLWithTail,Find,75000000,149955586
DoublyLLWithTail,Erase,75000000,150052077
DoublyLLWithTail,PopFront,75000000,2412
DoublyLLWithTail,PopBack,75000000,502
Queue,Enqueue,75000000,2888
Queue,Dequeue,75000000,3843
Queue,Delete,75000000,103438164
Queue,Front,75000000,1391
Queue,Size,75000000,1722
Queue,isEmpty,75000000,517
Stack,Push,75000000,3041
Stack,Pop,75000000,5207
Stack,Delete,75000000,22794276
Stack,Peek,75000000,1576
Stack,Size,75000000,1452
Stack,isEmpty,75000000,996
SingleLLNoTail,PushFront,100000000,2525
SingleLLNoTail,PushBack,100000000,342781988
SingleLLNoTail,isEmpty,100000000,3368
SingleLLNoTail,AddAfter,100000000,153901861
SingleLLNoTail,AddBefore,100000000,149078971
SingleLLNoTail,Find,100000000,151874675
SingleLLNoTail,Erase,100000000,154478891
SingleLLNoTail,PopFront,100000000,3833
SingleLLNoTail,PopBack,100000000,323359123
SingleLLWithTail,PushFront,100000000,2680
SingleLLWithTail,PushBack,100000000,4990
SingleLLWithTail,isEmpty,100000000,12366
SingleLLWithTail,AddAfter,100000000,144952386
SingleLLWithTail,AddBefore,100000000,141587913
SingleLLWithTail,Find,100000000,144955019
SingleLLWithTail,Erase,100000000,147812083
SingleLLWithTail,PopFront,100000000,2710
SingleLLWithTail,PopBack,100000000,318126409
DoublyLLNoTail,PushFront,100000000,3202
DoublyLLNoTail,PushBack,100000000,551800927
DoublyLLNoTail,isEmpty,100000000,3156
DoublyLLNoTail,AddAfter,100000000,326640116
DoublyLLNoTail,AddBefore,100000000,326789913
DoublyLLNoTail,Find,100000000,325826183
DoublyLLNoTail,Erase,100000000,326419020
DoublyLLNoTail,PopFront,100000000,2995
DoublyLLNoTail,PopBack,100000000,551543366
DoublyLLWithTail,PushFront,100000000,2503
DoublyLLWithTail,PushBack,100000000,5094
DoublyLLWithTail,isEmpty,100000000,1527
DoublyLLWithTail,AddAfter,100000000,393171663
DoublyLLWithTail,AddBefore,100000000,391491053
DoublyLLWithTail,Find,100000000,391641519
DoublyLLWithTail,Erase,100000000,391676925
DoublyLLWithTail,PopFront,100000000,2288
DoublyLLWithTail,PopBack,100000000,471
Queue,Enqueue,100000000,3903
Queue,Dequeue,100000000,4896
Queue,Delete,100000000,137758997
Queue,Front,100000000,1733
Queue,Size,100000000,1355
Queue,isEmpty,100000000,623
Stack,Push,100000000,3441
Stack,Pop,100000000,3911
Stack,Delete,100000000,29976512
Stack,Peek,100000000,1560
Stack,Size,100000000,2235
Stack,isEmpty,100000000,736
